1988-04-01,10.260000000000002,0.226,France (Europe);
1988-05-01,14.127,0.175,France (Europe);
1988-06-01,16.415000000000006,0.21,France (Europe);
1988-07-01,18.127,0.125,France (Europe);
1988-08-01,18.953,0.155,France (Europe);
1988-09-01,15.535,0.147,France (Europe);
1988-10-01,12.626,0.108,France (Europe);
1988-11-01,6.0329999999999995,0.16,France (Europe);
1988-12-01,5.347,0.239,France (Europe);
1989-01-01,3.787,0.172,France (Europe);
1989-02-01,5.131,0.188,France (Europe);
1989-03-01,9.347999999999999,0.227,France (Europe);
1989-04-01,8.135000000000002,0.183,France (Europe);
1989-05-01,15.865,0.15,France (Europe);
1989-06-01,17.136000000000006,0.264,France (Europe);
1989-07-01,20.395,0.311,France (Europe);
1989-08-01,19.51,0.328,France (Europe);
1989-09-01,16.214000000000002,0.212,France (Europe);
1989-10-01,12.879,0.246,France (Europe);
1989-11-01,6.904,0.239,France (Europe);
1989-12-01,5.474,0.172,France (Europe);
1990-01-01,4.523,0.201,France (Europe);
1990-02-01,8.731000000000002,0.166,France (Europe);
1990-03-01,8.734,0.21,France (Europe);
1990-04-01,8.801,0.08900000000000001,France (Europe);
1990-05-01,15.722,0.141,France (Europe);
1990-06-01,16.212,0.262,France (Europe);
1990-07-01,19.918,0.175,France (Europe);
1990-08-01,20.636,0.217,France (Europe);
1990-09-01,15.763,0.244,France (Europe);
1990-10-01,13.165999999999999,0.232,France (Europe);
1990-11-01,7.025,0.249,France (Europe);
1990-12-01,2.4419999999999997,0.204,France (Europe);
1991-01-01,3.494,0.12,France (Europe);
1991-02-01,1.853,0.163,France (Europe);
1991-03-01,9.199,0.162,France (Europe);
1991-04-01,8.647,0.163,France (Europe);
1991-05-01,11.679,0.159,France (Europe);
1991-06-01,15.235999999999999,0.096,France (Europe);
1991-07-01,19.9,0.231,France (Europe);
1991-08-01,20.788,0.14,France (Europe);
1991-09-01,17.794,0.125,France (Europe);
1991-10-01,10.440999999999999,0.139,France (Europe);
1991-11-01,6.6640000000000015,0.197,France (Europe);
1991-12-01,3.0620000000000003,0.223,France (Europe);
1992-01-01,2.115,0.237,France (Europe);
1992-02-01,4.607,0.261,France (Europe);
1992-03-01,7.5870000000000015,0.24,France (Europe);
1992-04-01,9.487,0.28800000000000003,France (Europe);
1992-05-01,15.472999999999999,0.14800000000000002,France (Europe);
1992-06-01,16.172,0.203,France (Europe);
1992-07-01,19.42,0.177,France (Europe);
1992-08-01,20.202,0.204,France (Europe);
1992-09-01,15.377,0.29,France (Europe);
1992-10-01,9.307,0.158,France (Europe);
1992-11-01,8.901,0.257,France (Europe);
1992-12-01,4.695,0.395,France (Europe);
1993-01-01,5.407,0.159,France (Europe);
1993-02-01,2.987,0.205,France (Europe);
1993-03-01,6.936,0.182,France (Europe);
1993-04-01,10.434,0.185,France (Europe);
1993-05-01,14.318,0.252,France (Europe);
1993-06-01,17.545,0.145,France (Europe);
1993-07-01,17.872,0.238,France (Europe);
1993-08-01,18.74,0.218,France (Europe);
1993-09-01,14.470999999999998,0.212,France (Europe);
1993-10-01,9.966,0.135,France (Europe);
1993-11-01,4.3870000000000005,0.22,France (Europe);
1993-12-01,5.968999999999999,0.17800000000000002,France (Europe);
1994-01-01,4.8580000000000005,0.202,France (Europe);
1994-02-01,5.013999999999999,0.237,France (Europe);
1994-03-01,9.454,0.191,France (Europe);
1994-04-01,8.56,0.189,France (Europe);
1994-05-01,13.97,0.165,France (Europe);
1994-06-01,17.308,0.225,France (Europe);
1994-07-01,21.587,0.173,France (Europe);
1994-08-01,20.148,0.163,France (Europe);
1994-09-01,14.835999999999999,0.248,France (Europe);
1994-10-01,11.815,0.151,France (Europe);
1994-11-01,10.158999999999999,0.269,France (Europe);
1994-12-01,6.167999999999999,0.134,France (Europe);
1995-01-01,4.1080000000000005,0.125,France (Europe);
1995-02-01,7.352,0.16699999999999998,France (Europe);
1995-03-01,6.4750000000000005,0.156,France (Europe);
1995-04-01,9.749,0.208,France (Europe);
1995-05-01,13.887,0.192,France (Europe);
1995-06-01,16.270000000000003,0.18600000000000005,France (Europe);
1995-07-01,21.3,0.128,France (Europe);
1995-08-01,20.141,0.154,France (Europe);
1995-09-01,14.177,0.279,France (Europe);
1995-10-01,14.439,0.13,France (Europe);
1995-11-01,7.3290000000000015,0.197,France (Europe);
1995-12-01,3.713,0.155,France (Europe);
1996-01-01,4.896,0.179,France (Europe);
1996-02-01,2.749000000000001,0.133,France (Europe);
1996-03-01,6.09,0.098,France (Europe);
1996-04-01,10.089,0.196,France (Europe);
1996-05-01,12.550999999999998,0.193,France (Europe);
1996-06-01,17.817,0.163,France (Europe);
1996-07-01,18.818,0.158,France (Europe);
1996-08-01,18.245,0.14300000000000002,France (Europe);
1996-09-01,13.798,0.182,France (Europe);
1996-10-01,11.458,0.16,France (Europe);
1996-11-01,6.729,0.156,France (Europe);
1996-12-01,3.0740000000000003,0.136,France (Europe);
1997-01-01,1.811,0.225,France (Europe);
1997-02-01,6.843,0.179,France (Europe);
1997-03-01,9.459,0.316,France (Europe);
1997-04-01,9.945,0.187,France (Europe);
1997-05-01,14.538,0.226,France (Europe);
1997-06-01,16.544,0.207,France (Europe);
1997-07-01,18.609,0.244,France (Europe);
1997-08-01,21.48,0.241,France (Europe);
1997-09-01,16.979,0.172,France (Europe);
1997-10-01,12.014,0.221,France (Europe);
1997-11-01,8.324,0.193,France (Europe);
1997-12-01,5.252000000000001,0.113,France (Europe);
1998-01-01,4.6549999999999985,0.14400000000000002,France (Europe);
1998-02-01,5.859,0.168,France (Europe);
1998-03-01,8.234,0.181,France (Europe);
1998-04-01,9.173,0.194,France (Europe);
1998-05-01,15.177999999999999,0.156,France (Europe);
1998-06-01,17.405,0.146,France (Europe);
1998-07-01,18.855,0.172,France (Europe);
1998-08-01,19.516,0.155,France (Europe);
1998-09-01,15.925,0.179,France (Europe);
1998-10-01,11.263,0.097,France (Europe);
1998-11-01,4.863,0.173,France (Europe);
1998-12-01,4.215,0.142,France (Europe);
1999-01-01,5.2170000000000005,0.096,France (Europe);
1999-02-01,3.989,0.17,France (Europe);
1999-03-01,8.215,0.101,France (Europe);
1999-04-01,10.142,0.199,France (Europe);
1999-05-01,15.534,0.182,France (Europe);
1999-06-01,16.680999999999997,0.133,France (Europe);
1999-07-01,20.307000000000002,0.171,France (Europe);
1999-08-01,19.559,0.184,France (Europe);
1999-09-01,17.745,0.214,France (Europe);
1999-10-01,11.863,0.157,France (Europe);
1999-11-01,5.643000000000002,0.14800000000000002,France (Europe);
1999-12-01,4.535,0.141,France (Europe);
2000-01-01,3.089,0.14300000000000002,France (Europe);
2000-02-01,6.388999999999999,0.16899999999999998,France (Europe);
2000-03-01,7.462999999999999,0.226,France (Europe);
2000-04-01,9.962,0.129,France (Europe);
2000-05-01,15.225,0.243,France (Europe);
2000-06-01,17.998,0.15,France (Europe);
2000-07-01,17.634999999999994,0.246,France (Europe);
2000-08-01,19.792,0.257,France (Europe);
2000-09-01,16.704,0.171,France (Europe);
2000-10-01,11.719,0.202,France (Europe);
2000-11-01,8.024000000000001,0.135,France (Europe);
2000-12-01,6.857,0.244,France (Europe);
2001-01-01,4.949,0.23,France (Europe);
2001-02-01,5.29,0.244,France (Europe);
2001-03-01,9.149,0.14400000000000002,France (Europe);
2001-04-01,8.885,0.114,France (Europe);
2001-05-01,15.003,0.162,France (Europe);
2001-06-01,17.064,0.221,France (Europe);
2001-07-01,19.473,0.158,France (Europe);
2001-08-01,20.134,0.107,France (Europe);
2001-09-01,14.14,0.261,France (Europe);
2001-10-01,14.585,0.146,France (Europe);
2001-11-01,5.756,0.245,France (Europe);
2001-12-01,1.911,0.16399999999999998,France (Europe);
2002-01-01,4.309,0.166,France (Europe);
2002-02-01,7.1240000000000006,0.222,France (Europe);
2002-03-01,8.597000000000001,0.175,France (Europe);
2002-04-01,10.386,0.116,France (Europe);
2002-05-01,13.299,0.19,France (Europe);
2002-06-01,18.085,0.086,France (Europe);
2002-07-01,18.557000000000002,0.218,France (Europe);
2002-08-01,18.435,0.136,France (Europe);
2002-09-01,15.187000000000001,0.142,France (Europe);
2002-10-01,11.963,0.243,France (Europe);
2002-11-01,8.953,0.163,France (Europe);
2002-12-01,6.315,0.155,France (Europe);
2003-01-01,2.499,0.16,France (Europe);
2003-02-01,3.0589999999999997,0.213,France (Europe);
2003-03-01,9.111,0.199,France (Europe);
2003-04-01,10.895999999999999,0.235,France (Europe);
2003-05-01,14.635,0.249,France (Europe);
2003-06-01,21.103,0.218,France (Europe);
2003-07-01,20.927,0.273,France (Europe);
2003-08-01,23.418000000000003,0.305,France (Europe);
2003-09-01,16.381,0.266,France (Europe);
2003-10-01,9.886,0.307,France (Europe);
2003-11-01,8.424,0.18,France (Europe);
2003-12-01,4.5840000000000005,0.177,France (Europe);
2004-01-01,4.228,0.168,France (Europe);
2004-02-01,4.465,0.103,France (Europe);
2004-03-01,6.3900000000000015,0.234,France (Europe);
2004-04-01,9.847,0.203,France (Europe);
2004-05-01,13.27,0.21,France (Europe);
2004-06-01,18.124,0.226,France (Europe);
2004-07-01,19.041,0.17800000000000002,France (Europe);
2004-08-01,19.631,0.241,France (Europe);
2004-09-01,16.928,0.132,France (Europe);
2004-10-01,12.927,0.264,France (Europe);
2004-11-01,6.747000000000001,0.175,France (Europe);
2004-12-01,3.5980000000000003,0.07400000000000001,France (Europe);
2005-01-01,3.862,0.13,France (Europe);
2005-02-01,2.0840000000000005,0.21600000000000005,France (Europe);
2005-03-01,7.0520000000000005,0.17800000000000002,France (Europe);
2005-04-01,10.322,0.189,France (Europe);
2005-05-01,14.385,0.163,France (Europe);
2005-06-01,19.244,0.095,France (Europe);
2005-07-01,19.966,0.13,France (Europe);
2005-08-01,18.496,0.101,France (Europe);
2005-09-01,16.708,0.116,France (Europe);
2005-10-01,14.161,0.149,France (Europe);
2005-11-01,6.2139999999999995,0.16899999999999998,France (Europe);
2005-12-01,2.255,0.163,France (Europe);
2006-01-01,2.273,0.257,France (Europe);
2006-02-01,2.8720000000000003,0.204,France (Europe);
2006-03-01,6.5470000000000015,0.252,France (Europe);
2006-04-01,10.247,0.282,France (Europe);
2006-05-01,14.357,0.353,France (Europe);
2006-06-01,18.776000000000003,0.141,France (Europe);
2006-07-01,23.133000000000003,0.19,France (Europe);
2006-08-01,17.534000000000002,0.163,France (Europe);
2006-09-01,18.355,0.185,France (Europe);
2006-10-01,14.540999999999999,0.142,France (Europe);
2006-11-01,9.242,0.135,France (Europe);
2006-12-01,4.578,0.195,France (Europe);
2007-01-01,6.117000000000001,0.168,France (Europe);
2007-02-01,7.1610000000000005,0.189,France (Europe);
2007-03-01,7.52,0.179,France (Europe);
2007-04-01,13.494000000000002,0.219,France (Europe);
2007-05-01,14.783,0.149,France (Europe);
2007-06-01,17.604000000000006,0.154,France (Europe);
2007-07-01,18.33,0.183,France (Europe);
2007-08-01,18.121,0.116,France (Europe);
2007-09-01,14.928,0.268,France (Europe);
2007-10-01,11.119000000000002,0.153,France (Europe);
2007-11-01,6.129,0.159,France (Europe);
2007-12-01,3.556,0.208,France (Europe);
2008-01-01,5.671,0.179,France (Europe);
2008-02-01,6.1850000000000005,0.21600000000000005,France (Europe);
2008-03-01,6.881,0.227,France (Europe);
2008-04-01,9.425,0.153,France (Europe);
2008-05-01,15.390999999999998,0.142,France (Europe);
2008-06-01,17.344,0.174,France (Europe);
2008-07-01,19.056,0.098,France (Europe);
2008-08-01,18.719,0.219,France (Europe);
2008-09-01,14.549000000000001,0.197,France (Europe);
2008-10-01,11.062999999999999,0.102,France (Europe);
2008-11-01,7.104,0.172,France (Europe);
2008-12-01,3.0210000000000004,0.157,France (Europe);
2009-01-01,1.5699999999999998,0.162,France (Europe);
2009-02-01,3.8539999999999996,0.189,France (Europe);
2009-03-01,7.225,0.13699999999999998,France (Europe);
2009-04-01,11.081,0.249,France (Europe);
2009-05-01,15.305,0.196,France (Europe);
2009-06-01,17.839000000000006,0.142,France (Europe);
2009-07-01,19.725,0.27,France (Europe);
2009-08-01,20.614,0.217,France (Europe);
2009-09-01,16.643,0.233,France (Europe);
2009-10-01,11.985999999999999,0.165,France (Europe);
2009-11-01,9.492,0.251,France (Europe);
2009-12-01,3.9560000000000004,0.14400000000000002,France (Europe);
2010-01-01,0.934,0.17,France (Europe);
2010-02-01,3.4850000000000003,0.201,France (Europe);
2010-03-01,6.612,0.177,France (Europe);
2010-04-01,10.888000000000002,0.13699999999999998,France (Europe);
2010-05-01,12.600999999999999,0.191,France (Europe);
2010-06-01,17.520000000000003,0.194,France (Europe);
2010-07-01,20.94,0.22,France (Europe);
2010-08-01,18.729,0.218,France (Europe);
2010-09-01,15.319,0.17800000000000002,France (Europe);
2010-10-01,11.08,0.157,France (Europe);
2010-11-01,6.8900000000000015,0.166,France (Europe);
2010-12-01,1.3810000000000002,0.215,France (Europe);
2011-01-01,3.6430000000000002,0.222,France (Europe);
2011-02-01,5.5520000000000005,0.198,France (Europe);
2011-03-01,8.218,0.121,France (Europe);
2011-04-01,13.32,0.197,France (Europe);
2011-05-01,15.805,0.224,France (Europe);
2011-06-01,17.345000000000002,0.218,France (Europe);
2011-07-01,17.7,0.193,France (Europe);
2011-08-01,19.445,0.14,France (Europe);
2011-09-01,17.707,0.16399999999999998,France (Europe);
2011-10-01,12.636,0.205,France (Europe);
2011-11-01,9.442,0.227,France (Europe);
2011-12-01,6.46,0.246,France (Europe);
2012-01-01,4.944,0.269,France (Europe);
2012-02-01,0.5810000000000004,0.155,France (Europe);
2012-03-01,9.355,0.197,France (Europe);
2012-04-01,9.127,0.247,France (Europe);
2012-05-01,14.684,0.234,France (Europe);
2012-06-01,16.875999999999998,0.268,France (Europe);
2012-07-01,18.709,0.312,France (Europe);
2012-08-01,20.633000000000003,0.442,France (Europe);
2012-09-01,15.964,0.371,France (Europe);
2012-10-01,12.122,0.281,France (Europe);
2012-11-01,7.742999999999999,0.224,France (Europe);
2012-12-01,5.242999999999999,0.29,France (Europe);
2013-01-01,3.4130000000000003,0.445,France (Europe);
2013-02-01,2.4350000000000005,0.211,France (Europe);
2013-03-01,5.542000000000001,0.29,France (Europe);
2013-04-01,9.61,0.214,France (Europe);
2013-05-01,11.475999999999999,0.29,France (Europe);
2013-06-01,16.328000000000007,0.287,France (Europe);
2013-07-01,21.291,0.376,France (Europe);
2013-08-01,19.471,0.374,France (Europe);
